FPD_0028,FPD_0028_BM211E,1,L003,/data/RUNX1/project/1.FPDMM/00.data/210715_RISC_FPDMM_7/HNW5JDSXY_19097481_S84_L003_R1_001.fastq.gz,/data/RUNX1/project/1.FPDMM/00.data/210715_RISC_FPDMM_7/HNW5JDSXY_19097481_S84_L003_R2_001.fastq.gz
FPD_0028,FPD_0028_SK211E,0,L001,/data/RUNX1/project/1.FPDMM/00.data/220324_RISC_FPDMM_13/H2NYVDSX3_19204689_S16_L001_R1_001.fastq.gz,/data/RUNX1/project/1.FPDMM/00.data/220324_RISC_FPDMM_13/H2NYVDSX3_19204689_S16_L001_R2_001.fastq.gz
